0.0,0.0,-0.10654066,-0.019213269,-0.162437,-0.1201909,-0.09831727,-0.2228248,0.0047744513,-0.27965975,-0.17000967,-0.37646368,-0.21729472,-0.60061973,-0.24646735,-0.74999803,-0.26294154,-0.87674624,-0.060423326,-0.40613213,-0.09091745,-0.6663676,-0.10554546,-0.84112895,-0.11298205,-0.9935947,0.050560303,-0.373268,0.058012884,-0.6404453,0.065586515,-0.8023164,0.07443228,-0.9327779,0.15334913,-0.30265692,0.20076972,-0.50025696,0.22988686,-0.6279657,0.2512591,-0.7413159,B
0.0,0.0,-0.11374849,-0.05912501,-0.17357375,-0.17703903,-0.10675282,-0.28007972,-0.0018782918,-0.3198305,-0.1659204,-0.4177003,-0.20791762,-0.62942326,-0.22995272,-0.76911205,-0.24404502,-0.89029735,-0.06370658,-0.44403908,-0.0949458,-0.6884211,-0.103081875,-0.85167235,-0.10834548,-0.9941111,0.038334835,-0.4111934,0.04372765,-0.6548473,0.060179897,-0.80457944,0.07039035,-0.9290906,0.13907585,-0.3385574,0.17921075,-0.52387214,0.2043934,-0.64401656,0.21897238,-0.75281674,B
0.0,0.0,-0.0982474,-0.059240542,-0.15141451,-0.17382748,-0.10811208,-0.28937885,-0.029146528,-0.3648255,-0.1608662,-0.42365596,-0.20711713,-0.6361389,-0.23085238,-0.7717068,-0.24603195,-0.8898019,-0.066317484,-0.4579835,-0.09951622,-0.69903696,-0.10718969,-0.8583614,-0.110354796,-0.9938902,0.029303886,-0.43150586,0.031152008,-0.6611311,0.047286693,-0.80810016,0.056959923,-0.9299769,0.12347256,-0.3644724,0.15581667,-0.53941154,0.17717361,-0.656639,0.18947974,-0.76063454,B
0.0,0.0,-0.09773947,-0.070751004,-0.14662628,-0.1892945,-0.102084845,-0.30276808,-0.029020239,-0.37417066,-0.15763797,-0.43524733,-0.20338547,-0.6405719,-0.22735906,-0.7711042,-0.24328977,-0.88616836,-0.06657049,-0.469594,-0.09708912,-0.70240104,-0.10667838,-0.8591029,-0.11235207,-0.9936665,0.025625557,-0.4457935,0.031723153,-0.6703366,0.047043446,-0.8119835,0.05478866,-0.9307119,0.11630425,-0.38226256,0.1530438,-0.549287,0.17732672,-0.66209275,0.19210798,-0.76390034,B
0.0,0.0,-0.11035781,-0.083604716,-0.16972527,-0.21570651,-0.11817622,-0.32495347,-0.030154081,-0.3704157,-0.16420712,-0.4408068,-0.21085465,-0.64501524,-0.23502463,-0.77316636,-0.25042686,-0.8862124,-0.074843116,-0.47461677,-0.10511777,-0.70645654,-0.11520372,-0.8600582,-0.12072754,-0.99268377,0.014942071,-0.45377383,0.022148667,-0.6771536,0.037337888,-0.8141026,0.04472622,-0.92984176,0.104231596,-0.39312723,0.14055935,-0.55770737,0.16514358,-0.6673612,0.1801005,-0.76761276,B
0.0,0.0,-0.10483232,-0.074560195,-0.16243458,-0.19914608,-0.11449813,-0.31170583,-0.031259824,-0.37455878,-0.1564748,-0.44230556,-0.20104508,-0.64661765,-0.22414513,-0.7739851,-0.23945566,-0.88863873,-0.06532984,-0.47610533,-0.09480357,-0.7069559,-0.10485354,-0.85940737,-0.11158744,-0.9937527,0.024779383,-0.4534353,0.032931514,-0.6712972,0.049544137,-0.8103193,0.057548456,-0.92677975,0.114066444,-0.39201573,0.15315397,-0.55605346,0.17821534,-0.66467756,0.19357689,-0.76106644,B
0.0,0.0,-0.09745846,-0.0721813,-0.15552977,-0.19562206,-0.1154295,-0.31051832,-0.040158354,-0.37932384,-0.15653113,-0.43472728,-0.20170984,-0.64296085,-0.22324876,-0.7717737,-0.23670153,-0.8882088,-0.06719614,-0.47187254,-0.09822478,-0.7057313,-0.10666846,-0.85784656,-0.111081064,-0.99380946,0.023569724,-0.4526105,0.028924445,-0.6739501,0.046553794,-0.80932367,0.056261387,-0.9256078,0.11524893,-0.39358416,0.14977673,-0.5555175,0.17502701,-0.662128,0.19186795,-0.76017565,B
0.0,0.0,-0.10575767,-0.06649756,-0.16986646,-0.19297506,-0.13042036,-0.30929115,-0.055139035,-0.3780178,-0.1684807,-0.43714964,-0.20896605,-0.64497036,-0.22610845,-0.7728695,-0.23638448,-0.88806134,-0.07865164,-0.47222775,-0.10881454,-0.7051281,-0.11622498,-0.8575538,-0.11945716,-0.9928375,0.010389876,-0.4520658,0.012054354,-0.67113054,0.026452342,-0.8039377,0.03279786,-0.91783863,0.0997161,-0.39321804,0.1263671,-0.5557552,0.14734252,-0.66065305,0.1600061,-0.7565393,B
0.0,0.0,-0.10295444,-0.07291758,-0.16248259,-0.19840205,-0.12141751,-0.31056795,-0.048045527,-0.38048196,-0.15910682,-0.4484277,-0.19808906,-0.6555147,-0.21391949,-0.78369826,-0.22240707,-0.8990462,-0.07006437,-0.48098427,-0.09922388,-0.7125436,-0.10448098,-0.8623983,-0.10458778,-0.99451375,0.018640073,-0.45806745,0.021545038,-0.6754954,0.036747,-0.8133443,0.045511417,-0.93034595,0.10764142,-0.3959524,0.13600178,-0.55904746,0.15828429,-0.6655227,0.17370342,-0.76158553,B
0.0,0.0,-0.10576241,-0.080193095,-0.17015697,-0.2067196,-0.12123532,-0.31468323,-0.0355237,-0.37483773,-0.16195254,-0.45495725,-0.19425716,-0.66336477,-0.20398237,-0.7913362,-0.20500895,-0.90481025,-0.073897295,-0.48601162,-0.09942199,-0.7160166,-0.10164982,-0.8631472,-0.09890258,-0.99509525,0.012019739,-0.46391976,0.009469528,-0.6782335,0.019775596,-0.81186676,0.024504432,-0.9269172,0.101017244,-0.4036588,0.11794205,-0.56433666,0.13041534,-0.66809845,0.13581266,-0.7627888,B
